ITEM_URL_1	ITEM_NAME_1	ITEM_URL_2	ITEM_NAME_2	ANNOTATOR1_ID	ANNOTATOR1_LABEL	ANNOTATOR2_ID	ANNOTATOR2_LABEL	ANNOTATOR3_ID	ANNOTATOR3_LABEL
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/AH86778/	池田工業社 日本製　おおなわとび　長さ約５m60cm　ブルー 44660 2個	4	3	3	3	5	3
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/E526661/	タカラトミー SMC-01 アプリでうごく! おえかきせんせい 4904810895848（直送品）	4	3	3	3	5	3
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/H849393/	エヒメ紙工 らくがきちょうB4判40枚3冊P NK-RB4×3P 5セット（1セット3冊入）	4	3	3	3	5	3
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/J660206/	キッズ けん玉名人 匠 アカ 4901123016946 1個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/P827185/	エンゼルトランプ プラスチック製トランプ SPNN617P 1セット（直送品）	4	3	3	3	5	3
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/X627851/	池田工業社 けん玉 サムライ 45570（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/P730542/	池田工業社 けんだま 45670 2個（直送品）	https://www.askul.co.jp/p/X627855/	池田工業社 けん玉 サムライ ブルー 45590（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X389932/	デイトナ ハーレー用車載インチ工具セット 91105（直送品）	https://www.askul.co.jp/p/X389928/	デイトナ ハーレーダビッドソン用インチ工具セット（43ピース） 90408（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/AH92755/	イノマタ化学 #2119 リーフ ウォールラック ナチュラル　1個（直送品）	https://www.askul.co.jp/p/AH92779/	イノマタ化学 #2225 リーフ シャンプーラック ナチュラル　1個（直送品）	4	1	3	3	5	2
https://www.askul.co.jp/p/WK79400/	カナック企画 新幹線ヘルメット E6系こまち（秋田新幹線） H-002 1個（直送品）	https://www.askul.co.jp/p/WK79399/	カナック企画 新幹線ヘルメット E5系はやぶさ（東北新幹線） H-001 1個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/4615677/	プラス クリップケース ピンク 81960	4	1	3	1	5	2
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/656994/	プラス クリップケース ホワイト 白 81959	4	1	3	1	5	2
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/8136355/	コクヨ クリップケース マグネットボックス マク-1B	4	1	3	1	5	2
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/9833472/	プラス　クリップケース　ブラック　CP-500　BK　１セット（３個入)　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393292/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ストロベリー 25900 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393294/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ブルーベリー 25901 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393445/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 レモン 25903 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393446/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 モカ 25904 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393447/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピーチ 25905 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/X393444/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 ピスタチオ 25902 2個（直送品）	https://www.askul.co.jp/p/X393448/	ライオン事務器 マカロンデザインクリップ ケース、クリップセット MC-12 シーソルト 25906 2個（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/801763/	ニチバン 製本テープ（再生紙） ロールタイプ 幅35mm×10m 紺 BK-3519	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/801807/	ニチバン 製本テープ（再生紙） ロールタイプ 幅35mm×10m パステルグリーン BK-3531	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/8237509/	ニチバン 製本テープ（再生紙） ロールタイプ 幅25mm×10m 黒 BK-256	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/8252416/	ニチバン 再生紙製本テープ ロールタイプ 幅35mm×10m 赤 BK-35（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9321723/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 茶 BK-25（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9772359/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 空 BK-25 3巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9772386/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m パステルグリーン BK-25 3巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9772420/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m パステルブルー BK-25 3巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9772439/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m パステルピンク BK-25 3巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9832143/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 黄 BK-25 2巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/9832134/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 赤 BK-25 2巻（直送品）	https://www.askul.co.jp/p/9832152/	ニチバン 再生紙製本テープ ロールタイプ 幅25mm×10m 緑 BK-25 2巻（直送品）	4	1	3	1	5	1
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/3428698/	サクラクレパス マット水彩マルチ単色 青 12mlMWMP#36 10個（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/3428704/	サクラクレパス マット水彩マルチ単色 赤 12mlMWMP#19 10個（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/3428750/	サクラクレパス マット水彩マルチ単色黄色 12mlMWMP#3 10個（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/9404693/	サクラクレパス クレヨン・クレパス・クーピー クーピーペンシル FY30 30色 缶入 FY30 1セット	4	3	3	3	5	3
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/N865490/	サクラクレパス　マット水彩マルチ単色　緑　12ｍｌ　ＭＷＭＰ＃２９　10個　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/N865493/	サクラクレパス　マット水彩マルチ単色　朱色　12ｍｌ　ＭＷＭＰ＃１８　10個　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/N865494/	サクラクレパス　マット水彩マルチ単色　レモン　12ｍｌ　ＭＷＭＰ＃２　10個　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/N865498/	サクラクレパス　マット水彩マルチ単色　黒　12ｍｌ　ＭＷＭＰ＃４９　10個　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/N865499/	サクラクレパス　マット水彩マルチ単色　淡橙　12ｍｌ　ＭＷＭＰ＃７　10個　（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/P113191/	エポックケミカル らくやき絵の具 赤 RME-390 R 5本（直送品）	4	1	3	1	5	2
https://www.askul.co.jp/p/N865496/	サクラクレパス　マット水彩マルチ単色　黄緑　12ｍｌ　ＭＷＭＰ＃２７　10個　（直送品）	https://www.askul.co.jp/p/P631698/	寺西化学工業 ギター ジャンボカラー 12色 ESJB-12	4	1	3	1	5	2
https://www.askul.co.jp/p/NH50975/	J.Note ジェイノート 譜面収納ファイル Live File (AL-LF-01)（直送品）	https://www.askul.co.jp/p/NH50979/	J.Note ジェイノート マグネット付きミュージックツール収納ケース Live Pod (AL-LP-01) x 6set（直送品）	4	2	3	2	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/261034/	今村紙工　筋入り封筒　長4　KS-100　1000枚（100枚×10袋）	4	2	3	2	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/350386/	コクヨ 三色刷ルーズリーフ B5 金銭出納帳（科目なし） 100枚 帳簿 リ-101	4	1	3	1	5	1
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/350401/	コクヨ 三色刷ルーズリーフ B5 売上帳 100枚 帳簿 リ-102	4	2	3	1	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/360032/	コクヨ 三色刷ルーズリーフ B5 金銭出納帳（科目入り） 100枚 帳簿 リ-120	4	1	3	1	5	1
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/394531/	コクヨ　振替伝票　100枚　単票　テ-10N	4	2	3	1	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/4238203/	コクヨ 一色刷りルーズリーフB5金銭出納帳100枚入 リ-301 1セット（3冊：1冊×3）	4	1	3	1	5	1
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/4243624/	コクヨ 三色刷りルーズリーフ A5 金銭出納帳（科目無） リ-151 1セット（3冊：1冊×3）	4	1	3	1	5	1
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/4244265/	コクヨ 金銭出納帳 B6 20行 上質紙 44枚 スイ-11 1セット（5冊）	4	1	3	1	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/677171/	コクヨ　帳簿　金銭出納帳　科目入り　B5　100頁　チ-115	4	1	3	1	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/9047680/	コクヨ　一色刷りルーズリーフ　B6　売上帳　100枚　リ-372	4	2	3	1	5	3
https://www.askul.co.jp/p/A527712/	コクヨ 一色刷りルーズリーフ B6 金銭出納帳 1セット（500枚：100枚入×5冊） リ-371（直送品）	https://www.askul.co.jp/p/905024/	コクヨ 三色刷ルーズリーフ B5 金銭出納帳（科目なし） 100枚 3冊まとめ売り 帳簿 リ-101	4	1	3	1	5	1
